發生年度,發生月,發生日,發生時-Hours,發生分,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,肇因碼-個別,個人肇逃否,職業,座標-X,座標-Y
114,01,01,00,18,03中山區,中山區市民大道2段47號,0,0,1,1,C03,8,5,5,40,14,9,1,5,4,5,13,4,4,1,4,5,2,13,1,22,2,9,5,1,7,9,1,10,1,11,16,1,21,121.5290038,25.04660303
114,01,01,00,31,10文山區,文山區新光路1段109號旁,0,0,3,1,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,9,5,5,2,17,1,21,2,8,6,1,7,1,1,10,1,14,19,1,21,121.5736892,24.9912752
114,01,01,00,35,03中山區,中山區北安路與大直街口,0,0,1,1,C03,7,5,5,50,5,1,1,5,4,5,13,2,1,1,5,5,1,16,2,21,2,9,3,4,7,5,3,18,1,12,96,1,21,121.5471963,25.07984181
114,01,01,00,41,03中山區,中山區民族東路2號,0,0,1,1,B01,7,5,5,50,14,7,1,5,4,5,13,4,4,6,3,4,1,17,1,54,3,10,7,1,7,1,1,4,1,8,19,1,21,121.5233047,25.0683953
114,01,01,00,57,11南港區,南港區忠孝東路6段與玉成街口,0,0,1,1,B03,7,5,5,50,3,1,1,5,4,5,12,2,1,3,4,5,2,13,1,19,3,10,3,4,7,9,1,8,1,5,108,1,22,121.5832269,25.0458717
114,01,01,01,34,07信義區,信義區吳興街269巷18弄與吳興街281巷47弄口,0,0,3,1,C04,7,5,5,30,3,1,1,5,4,5,13,4,4,10,4,5,1,15,2,25,2,8,3,4,7,15,1,10,1,11,74,1,21,121.5652003,25.0269334
114,01,01,02,15,07信義區,信義區基隆路2段107號之2,0,0,1,1,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,1,18,2,9,6,1,7,9,1,10,1,11,118,1,22,121.5575723,25.029541
114,01,01,06,26,10文山區,文山區指南路3段(岐山幹42),0,0,1,1,C03,8,7,5,30,12,9,1,5,4,5,13,4,4,10,5,5,1,10,1,21,2,1,6,1,7,9,1,10,1,11,108,1,21,121.5972232,24.9724278
114,01,01,06,29,10文山區,文山區辛亥路4段與辛亥路4段101巷口,0,0,1,1,B01,8,6,5,50,3,2,1,5,4,5,13,2,1,1,4,5,2,12,1,66,3,10,7,1,7,7,1,4,2,2,100,1,21,121.5583969,25.0064466
114,01,01,07,11,06松山區,松山區寶清街93號,0,0,2,1,B02,8,5,5,30,14,9,1,5,4,5,13,1,1,9,4,5,1,12,1,44,3,10,7,1,7,1,1,8,1,4,19,1,21,121.5679891,25.0524534
114,01,01,07,13,11南港區,南港區興中路與興中路86巷口口,0,0,2,1,C03,8,6,5,30,3,1,1,5,4,5,13,4,4,5,5,5,2,17,1,53,2,9,6,1,7,6,1,10,1,12,99,1,21,121.6067411,25.057706
114,01,01,07,30,06松山區,松山區塔悠路與撫遠街249巷口,0,0,1,1,B01,7,6,5,50,3,1,1,5,4,5,13,2,1,1,4,5,2,17,1,57,3,10,7,1,7,7,1,4,1,7,99,1,22,121.5687461,25.061196
114,01,01,09,46,04大安區,大安區新生南路3段與新生南路3段22巷口,0,0,1,1,B01,6,6,5,50,3,1,1,4,4,5,13,2,1,1,4,5,2,13,4,0,,,,,,,,,,,119,2,,121.5345909,25.0241521
114,01,01,09,50,05中正區,中正區貴陽街1段與懷寧街口,0,0,2,1,C03,7,5,5,50,3,1,1,5,4,5,13,4,4,9,4,5,2,13,1,50,3,10,5,1,7,7,1,10,1,11,100,1,21,121.5136333,25.0387041
114,01,01,10,17,03中山區,中山區建國高架道與松江路口匝道,0,0,1,1,C01,8,6,5,40,10,7,1,5,4,5,13,4,4,2,4,5,2,17,1,40,2,9,6,1,7,7,1,10,1,12,100,1,21,121.5332438,25.07018102
114,01,01,10,23,03中山區,中山區市民大道3段與建國南路1段口,0,0,1,1,B03,6,6,5,40,4,1,1,4,4,5,13,2,1,5,4,1,2,16,1,53,3,10,7,1,7,6,1,8,1,6,98,1,22,121.5369326,25.044862
114,01,01,10,38,07信義區,信義區松山路540巷3弄與松山路540巷口,0,0,2,1,C03,8,7,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,17,1,25,2,9,5,1,7,9,1,10,2,11,72,1,21,121.5776469,25.0376373
114,01,01,10,54,10文山區,文山區羅斯福路6段與景福街口,0,0,1,1,B03,6,7,5,50,4,1,1,4,4,5,13,2,1,1,4,5,2,16,2,30,3,10,7,1,7,5,1,8,2,6,71,1,21,121.5397961,24.9996465
114,01,01,10,56,08士林區,士林區至善路2段150號,0,0,2,1,C03,7,7,5,50,14,9,1,5,4,5,13,4,4,3,4,5,1,12,2,49,2,9,5,1,7,9,1,10,2,14,44,1,21,121.5495075,25.0996554
114,01,01,11,04,09北投區,北投區東華街2段與致遠三路口,0,0,1,1,B01,7,5,5,50,4,1,1,5,4,5,13,1,1,10,5,5,2,16,1,54,3,10,7,1,7,5,1,8,1,1,71,1,21,121.5116496,25.119785
114,01,01,11,20,11南港區,南港區忠孝東路6段與永吉路口口,0,0,1,1,C03,6,7,5,50,5,2,1,4,4,5,13,1,1,1,3,5,2,12,1,18,2,9,5,1,7,9,1,10,1,12,77,1,21,121.5828453,25.0456127
114,01,01,11,28,04大安區,大安區金山南路2段與潮州街口,0,0,1,1,B01,7,5,5,50,5,2,1,4,4,5,13,2,1,8,3,4,1,15,1,65,3,10,7,1,7,11,1,8,9,17,10,1,21,121.5265264,25.029234
114,01,01,11,37,07信義區,信義區吳興街284巷59弄12號,0,0,1,1,B11,6,6,8,30,22,22,1,4,4,5,13,4,4,10,5,5,2,14,1,47,2,1,7,1,7,2,1,7,1,3,12,1,21,121.5636747,25.0217845
114,01,01,11,45,07信義區,信義區莊敬路420號,0,0,1,1,B02,6,7,5,50,14,9,1,4,4,5,13,2,1,10,4,5,2,16,1,26,3,10,3,4,7,11,1,8,2,8,10,1,21,121.5666003,25.0271882
114,01,01,13,10,07信義區,信義區逸仙路與逸仙路32巷口,0,0,1,1,B03,7,6,5,50,3,2,1,5,4,5,13,4,4,8,3,5,2,16,2,63,2,1,3,4,7,11,1,8,1,4,103,1,21,121.5621221,25.0398931
114,01,01,14,00,08士林區,士林區至善路2段中影,0,0,2,1,B03,6,5,5,50,14,7,1,4,4,5,13,1,1,1,4,5,2,13,1,72,3,10,7,1,7,9,1,8,2,1,16,1,22,121.5444188,25.0972341
114,01,01,14,10,06松山區,松山區延壽街330巷與延壽街330巷7弄口,0,0,1,1,B01,6,6,5,30,4,1,1,4,4,5,13,4,4,9,4,5,1,15,1,58,3,10,7,1,7,15,1,4,1,4,72,1,22,121.5603618,25.0554178
114,01,01,14,17,08士林區,士林區承德路5段26號與無名巷口,0,0,1,1,B01,6,7,5,30,3,1,1,4,4,5,13,4,4,10,5,5,1,17,1,58,3,10,7,1,7,6,1,4,1,5,72,1,21,121.5154226,25.0920067
114,01,01,14,33,05中正區,中正區開封街1段與中華路1段口,0,0,1,1,B03,7,5,5,50,4,1,1,4,4,5,13,2,1,10,4,5,2,16,1,41,3,10,7,1,7,6,1,8,2,2,9,1,21,121.5096081,25.0459879
114,01,01,14,41,02萬華區,萬華區忠孝西路2段與西寧南路口,0,0,2,1,C03,6,7,5,50,4,1,1,4,4,5,13,1,1,9,5,5,2,17,1,24,2,9,5,1,7,6,1,10,1,12,86,1,21,121.5075858,25.0484527
114,01,01,14,44,12內湖區,內湖區內湖路1段61巷與內湖路1段口口,0,0,1,1,B03,7,5,5,50,3,1,1,5,4,5,13,4,4,1,4,5,2,16,1,33,3,10,7,1,7,6,1,8,2,5,9,1,21,121.5600928,25.0849308
114,01,01,15,33,05中正區,中正區南海路49號,0,0,1,1,B03,6,7,5,30,14,9,1,4,4,5,13,1,1,10,4,5,2,13,1,52,3,10,7,1,7,9,1,8,1,5,16,1,22,121.5114602,25.0311264
114,01,01,15,39,11南港區,南港區忠孝東路6段與忠孝東路6段159巷口口,0,0,2,1,C03,6,6,5,30,4,1,1,4,4,3,13,4,4,10,5,5,2,15,2,58,2,7,6,1,7,9,6,11,1,11,72,1,21,121.5865009,25.048973
114,01,01,15,43,07信義區,信義區松智路與莊敬路391巷11弄口口,0,0,1,1,B02,8,6,5,50,4,1,1,5,4,5,13,2,1,5,5,5,2,17,1,29,3,10,3,4,7,5,1,8,9,4,8,1,22,121.5649588,25.0291523
114,01,01,16,51,06松山區,松山區市民大道4段與八德路3段8巷口,0,0,1,1,C03,6,6,5,40,3,2,1,4,4,5,13,4,4,1,4,1,2,13,1,39,4,11,3,4,7,21,7,19,11,15,108,2,22,121.5498044,25.0448853
114,01,01,17,09,10文山區,文山區木新路3段50巷與木新路3段50巷10弄口口,0,0,1,1,B03,6,5,5,30,5,1,1,4,4,5,13,4,4,10,5,5,1,15,1,69,3,10,7,1,7,9,1,8,1,4,72,1,21,121.5640519,24.9830357
114,01,01,17,40,10文山區,文山區羅斯福路4段與基隆路4段口,0,0,1,1,B02,6,5,5,50,5,1,1,4,4,5,13,2,1,1,4,5,2,12,1,59,3,10,7,1,7,9,1,8,1,2,108,1,21,121.5372348,25.0109265
114,01,01,18,00,03中山區,中山區龍江路與龍江路305巷口,0,0,2,1,C03,6,5,5,50,4,18,1,4,4,5,13,4,4,5,4,5,2,3,1,34,2,8,6,4,7,9,1,10,2,11,70,1,21,121.5407956,25.06111023
114,01,01,18,38,07信義區,信義區忠孝東路4段516號,0,0,1,1,C03,6,5,5,50,14,9,1,4,4,5,13,4,4,1,4,5,2,13,1,51,2,8,3,4,7,9,1,10,1,11,16,1,22,121.5628597,25.0411227
114,01,01,19,04,03中山區,中山區中山北路2段與民權西路口,0,0,2,1,B03,6,5,5,50,4,1,1,4,4,5,13,1,1,1,4,5,2,16,2,29,3,10,7,1,7,6,1,8,1,5,9,1,22,121.5224814,25.0626623
114,01,01,20,02,11南港區,南港區市民大道8段與忠孝東路7段325巷口,0,0,2,1,C03,6,5,5,50,3,1,1,4,4,5,13,2,1,1,4,5,2,17,2,50,2,7,5,1,7,7,1,10,1,14,100,1,21,121.6054547,25.0529613
114,01,01,20,15,08士林區,士林區天母西路與天母西路5巷口,0,0,1,1,A02,7,5,5,50,4,2,1,4,4,5,13,4,4,1,5,5,1,9,1,62,3,10,7,1,7,9,1,2,1,17,44,1,21,121.5288864,25.118428
114,01,01,20,26,12內湖區,內湖區康樂街201巷33號,0,0,1,1,B01,6,6,5,30,11,9,1,4,4,5,13,4,4,10,5,5,2,12,2,55,3,10,7,1,7,9,1,4,1,2,108,1,21,121.6230676,25.0762297
114,01,01,22,10,06松山區,松山區三民路與健康路口,0,0,2,1,C03,6,5,5,50,4,1,1,4,4,5,13,1,1,1,4,5,2,3,1,71,2,8,6,1,7,9,1,10,2,11,70,1,22,121.5639208,25.054314
114,01,01,22,45,03中山區,中山區民權東路2段與松江路口,0,0,1,1,C03,6,5,5,50,4,1,1,4,4,5,13,1,1,1,4,5,2,3,2,32,2,9,5,1,7,9,1,10,1,14,42,1,22,121.5333745,25.0622889
114,01,01,22,52,08士林區,士林區中山北路5段與中山北路5段699巷口,0,0,1,1,C03,6,5,5,50,5,2,1,4,4,5,13,2,1,1,4,1,2,17,2,18,2,9,6,1,7,9,1,10,1,14,108,1,21,121.5276317,25.09585397
114,01,01,23,20,12內湖區,內湖區東湖路119巷與東湖路119巷50弄口,0,0,1,1,C03,7,5,5,50,4,1,1,4,4,5,13,3,1,4,3,5,1,17,1,22,3,10,3,4,7,5,1,10,1,11,74,1,21,121.6170522,25.0697693
114,01,02,00,22,07信義區,信義區忠孝東路5段455號,0,0,1,1,B12,6,5,5,50,14,9,1,4,4,5,13,4,4,3,4,5,2,13,1,40,3,10,3,1,7,13,1,8,2,7,38,1,21,121.5767671,25.040918
114,01,02,02,30,02萬華區,萬華區桂林路與華西街口,0,0,2,1,C03,6,5,5,50,4,1,1,4,4,5,13,1,1,9,4,5,2,3,1,31,2,8,6,4,7,9,1,10,2,11,70,1,21,121.4983787,25.03854285
114,01,02,04,02,04大安區,大安區羅斯福路3段與師大路口,0,0,1,1,B03,7,5,5,50,4,2,1,4,4,5,13,1,1,1,3,1,1,17,1,66,4,11,3,4,7,11,7,19,9,15,10,2,21,121.5280084,25.0209833
114,01,02,05,45,07信義區,信義區松山路540巷與虎林街口口,0,0,1,1,C03,6,5,5,30,4,1,1,4,4,5,13,4,4,10,5,5,2,16,2,48,2,7,5,1,7,9,1,10,1,11,72,1,21,121.577228,25.0373449
114,01,02,05,48,06松山區,松山區八德路3段74巷與八德路3段74巷3弄口,0,0,1,1,B12,7,5,5,30,4,2,1,4,4,5,13,4,4,9,5,5,2,9,1,23,3,10,7,1,7,5,1,8,1,1,70,1,21,121.547556,25.04817374
114,01,02,06,22,10文山區,文山區辛亥路4段與辛亥路4段21巷口,0,0,1,1,B03,6,5,5,30,3,1,1,4,4,5,13,4,4,1,4,5,2,17,2,58,3,10,7,1,7,6,1,8,11,17,72,1,21,121.5584915,25.0085173
114,01,02,06,32,12內湖區,內湖區成功路2段與民權東路6段口引道,0,0,1,1,B03,7,5,5,50,3,1,1,5,4,5,13,4,4,1,5,5,2,9,1,56,4,11,3,4,7,21,7,19,9,15,70,2,22,121.6129993,25.06753043
114,01,02,07,12,07信義區,信義區忠孝東路5段236巷3弄與忠孝東路5段372巷口,0,0,1,1,C03,7,6,5,30,4,1,1,4,4,5,13,4,4,9,5,5,2,15,1,39,2,8,6,1,7,9,1,10,1,12,72,1,21,121.5740342,25.0403602
114,01,02,07,30,12內湖區,內湖區東湖路119巷49弄與康樂街口側附近72巷17弄口,0,0,1,1,C03,7,6,6,50,3,1,1,4,4,5,13,4,4,9,5,5,2,3,2,34,2,9,6,1,7,9,1,10,1,14,70,1,22,121.6165315,25.0699477
114,01,02,07,42,07信義區,信義區吳興街107號,0,0,1,1,F01,7,6,5,30,14,9,1,5,4,5,13,4,4,9,5,5,2,17,1,70,3,10,2,1,7,8,8,20,11,17,100,1,21,121.5609777,25.0302845
114,01,02,08,05,09北投區,北投區公館路432號,0,0,1,1,A12,7,6,5,50,14,9,1,4,4,5,13,4,4,5,4,5,2,11,1,34,3,10,7,1,7,15,1,7,2,2,4,1,21,121.5024819,25.1210326
114,01,02,08,19,03中山區,中山區中山北路2段與民權西路口側附近口,0,0,2,1,C03,7,7,5,50,5,1,1,5,4,5,13,1,1,5,4,5,2,17,1,43,2,8,3,4,7,8,1,10,1,12,100,1,21,121.5224718,25.0628301
114,01,02,08,28,10文山區,文山區新光路2段0700767燈桿旁,0,0,1,1,C03,7,6,5,50,14,9,1,4,4,5,13,4,4,5,4,4,2,12,1,23,2,9,6,1,7,8,1,10,2,11,108,1,21,121.5738413,24.9945323
114,01,02,08,34,09北投區,北投區公館路與磺港路口,0,0,1,1,B03,7,6,5,40,4,1,1,5,4,5,13,1,1,5,5,5,2,17,2,35,3,10,7,1,7,6,1,8,9,17,9,1,26,121.503011,25.1227372
114,01,02,08,35,01大同區,大同區環河北路1段143號,0,0,2,1,,7,6,5,50,14,9,1,4,4,5,13,4,4,10,4,5,2,17,4,0,,,,,7,21,7,,11,15,119,2,22,121.5077503,25.054608
114,01,02,08,51,10文山區,文山區保儀路26巷1號,0,0,1,1,F01,7,6,5,30,14,9,1,5,4,5,13,4,4,10,5,5,2,12,1,66,2,9,2,1,7,9,8,20,1,12,118,1,21,121.5681487,24.9882761
114,01,02,09,08,03中山區,中山區松江路2號,0,0,1,1,C03,8,6,5,50,14,9,1,5,4,5,13,1,1,1,4,5,2,13,1,34,2,1,5,1,7,9,1,10,1,11,108,1,22,121.5328114,25.0462927
114,01,02,09,13,07信義區,信義區莊敬路與莊敬路341巷口,0,0,2,1,C03,7,6,5,30,3,2,1,4,4,5,13,4,4,9,4,4,2,16,1,50,2,8,6,1,7,5,1,10,1,11,72,1,21,121.5642683,25.0278715
114,01,02,09,40,10文山區,文山區和平東路4段358號,0,0,1,1,B03,7,6,6,40,14,9,1,4,4,5,13,4,4,5,5,5,1,13,1,73,3,10,7,1,7,7,1,8,1,15,14,1,21,121.5741448,24.9990512
114,01,02,10,12,05中正區,中正區南昌路2段198號,0,0,1,1,C03,7,7,5,50,14,9,1,5,4,5,13,1,1,5,5,5,2,17,2,45,2,7,5,1,7,5,1,11,1,11,98,1,22,121.5241877,25.0242373
114,01,02,10,16,02萬華區,萬華區桂林路64號,0,0,1,1,C03,7,7,5,50,14,9,1,5,4,5,13,1,1,8,3,5,2,16,2,28,2,9,5,1,7,7,1,10,1,14,100,1,21,121.5026696,25.038208
114,01,02,10,20,08士林區,士林區延平北路6段8號,0,0,2,1,B12,7,6,5,50,14,9,1,5,4,5,13,4,4,5,4,5,1,13,1,49,3,10,7,1,7,9,1,8,1,1,16,1,22,121.5092514,25.0869177
114,01,02,10,28,04大安區,大安區安和路1段107號,0,0,1,1,B01,7,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,2,46,3,10,7,1,7,14,1,4,1,2,118,1,21,121.5527049,25.0357466
114,01,02,10,44,12內湖區,內湖區東湖路115號,0,0,1,1,B03,7,7,8,50,14,9,1,5,4,5,13,4,4,10,5,5,2,3,2,50,3,10,7,1,7,1,1,8,1,1,19,1,21,121.6155403,25.0685401
114,01,02,11,03,09北投區,北投區大業路與大業路527巷口,0,0,1,1,C03,7,6,5,60,4,1,1,5,4,5,13,2,1,1,4,5,2,15,1,75,3,10,5,1,7,9,1,10,2,12,81,1,21,121.4961924,25.1345192
114,01,02,11,05,10文山區,文山區木柵路4段157-1號,0,0,1,1,B03,7,6,5,50,14,9,1,4,4,5,13,4,4,5,4,5,2,16,1,27,3,10,7,1,7,6,1,8,1,2,9,1,21,121.5754571,24.9995141
114,01,02,11,13,04大安區,大安區八德路2段23號,0,0,2,1,C03,7,6,5,50,14,9,1,5,4,5,13,4,4,5,4,5,2,17,1,60,2,6,5,1,7,1,1,10,1,11,19,1,22,121.5337292,25.0446208
114,01,02,11,19,05中正區,中正區師大路與水源路口口,0,0,1,1,B03,7,6,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,13,2,36,3,10,3,4,7,5,1,8,1,8,108,1,21,121.5227729,25.0204558
114,01,02,11,32,01大同區,大同區環河北路2段與民族西路口,0,0,1,1,F01,7,6,5,50,3,1,1,4,4,5,13,2,1,9,4,5,2,15,2,52,2,9,4,1,7,9,8,20,2,12,81,1,21,121.5092076,25.06877062
114,01,02,11,58,04大安區,大安區仁愛路3段與建國南路1段口,0,0,1,1,B01,7,6,5,40,4,1,1,5,4,5,13,2,1,1,4,1,2,17,1,67,3,10,7,1,7,6,1,4,9,17,9,1,21,121.5376095,25.0380132
114,01,02,12,11,12內湖區,內湖區民權東路6段與成功路2段口,0,0,1,1,B03,7,7,8,50,5,1,1,5,4,5,13,3,1,1,4,5,2,16,1,68,3,10,3,4,7,9,1,8,2,2,108,1,21,121.5907184,25.068939
114,01,02,12,19,01大同區,大同區鄭州路與西寧北路口,0,0,1,1,B01,8,6,5,40,5,1,1,5,4,5,13,4,4,1,5,5,2,16,1,53,3,10,7,1,7,9,1,4,1,1,99,1,21,121.5081601,25.0505874
114,01,02,12,21,05中正區,中正區中山南路與中山南路2巷口,0,0,2,1,C03,8,6,5,50,14,9,1,5,4,5,13,2,1,3,4,3,2,13,2,39,2,8,6,1,7,9,1,10,2,11,108,1,21,121.5193111,25.0452451
114,01,02,12,22,02萬華區,萬華區桂林路122號,0,0,1,1,B11,7,6,5,50,14,9,1,5,4,5,13,4,4,5,5,5,2,13,1,31,3,10,7,1,7,9,1,4,2,5,108,1,21,121.4992827,25.0384469
114,01,02,12,50,08士林區,士林區基河路與承德路4段179巷口,0,0,2,1,B12,7,5,8,50,22,22,5,5,4,5,13,2,1,10,5,5,1,17,1,24,3,10,3,4,7,6,1,8,11,17,9,2,21,121.5239123,25.08800925
114,01,02,12,53,04大安區,大安區忠孝東路4段219號,0,0,1,1,B01,7,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,16,1,67,3,10,7,1,7,1,1,4,1,4,19,1,21,121.5525905,25.0415468
114,01,02,12,53,10文山區,文山區木新路3段232巷6弄7號,0,0,1,1,B03,7,6,5,30,14,9,1,5,4,5,13,4,4,10,5,5,1,5,2,47,3,10,7,1,7,9,1,8,9,6,108,2,21,121.5594626,24.9819956
114,01,02,13,07,11南港區,南港區忠孝東路7段與興中路口口,0,0,1,1,A11,8,6,5,50,3,1,1,5,4,5,13,2,1,3,4,5,2,16,1,56,3,10,7,1,7,11,1,1,1,4,103,1,21,121.6080269,25.052251
114,01,02,13,15,06松山區,松山區南京東路4段與南京東路4段13巷口口,0,0,1,1,B12,8,6,5,50,3,2,1,5,4,5,13,2,1,8,3,4,2,13,1,43,3,10,7,1,7,1,1,8,1,1,19,1,21,121.550115,25.0518048
114,01,02,13,20,04大安區,大安區和平東路3段與敦化南路2段口口,0,0,1,1,C03,7,6,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,17,2,31,3,10,5,1,7,6,1,10,1,12,9,1,22,121.549049,25.0246457
114,01,02,13,58,07信義區,信義區松仁路7號,0,0,1,1,F01,7,6,5,50,14,9,1,5,4,5,13,1,1,5,4,5,2,17,2,73,2,5,4,1,7,9,8,20,1,14,81,1,21,121.5684652,25.0374389
114,01,02,14,02,11南港區,南港區忠孝東路7段359號,0,0,2,1,B03,7,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,16,1,25,3,10,3,4,7,6,1,8,1,2,9,1,21,121.6042356,25.0518905
114,01,02,14,12,03中山區,中山區市民大道3段83號,0,0,1,1,B03,7,6,5,40,14,16,1,5,4,5,13,1,1,9,5,5,2,13,1,62,3,10,7,1,7,9,1,8,1,1,108,1,22,121.5385528,25.0446974
114,01,02,14,44,07信義區,信義區松高路12號與松智路9巷口,0,0,1,1,C03,8,6,8,30,3,2,1,5,4,5,13,4,4,9,5,5,1,17,4,0,4,11,3,4,7,9,7,19,11,15,119,2,22,121.5664455,25.0385995
114,01,02,14,55,03中山區,中山區吉林路182號,0,0,1,1,C03,7,6,5,40,14,9,1,5,4,5,13,4,4,4,4,4,2,12,1,23,2,8,6,1,7,7,1,10,1,14,100,1,22,121.5301707,25.0576924
114,01,02,16,00,03中山區,中山區北安路578巷8弄與北安路588巷口,0,0,1,1,C03,7,6,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,2,21,2,7,6,4,7,9,1,10,1,12,72,1,22,121.5491705,25.0810874
114,01,02,16,20,05中正區,中正區永福橋往台北市下橋處,0,0,2,1,C03,7,6,5,50,14,9,1,5,4,5,13,4,4,5,4,5,2,12,1,75,2,7,5,1,7,8,1,10,1,12,44,1,21,121.529965,25.0132933
114,01,02,16,40,12內湖區,內湖區新明路353號,0,0,1,1,B01,7,5,5,40,14,9,1,5,4,5,13,4,4,5,5,5,2,17,1,63,3,10,7,1,7,1,1,8,2,1,19,1,21,121.5829414,25.0561666
114,01,02,17,23,07信義區,信義區林口街與松山路541巷口,0,0,1,1,B03,8,5,5,30,14,7,1,5,4,5,13,4,4,9,4,4,2,17,1,58,3,10,7,1,7,9,1,8,1,5,72,1,22,121.5794047,25.038349
114,01,02,17,25,02萬華區,萬華區堤外便道近華翠大橋,0,0,1,1,B03,7,5,8,40,11,9,1,5,4,5,13,4,4,10,3,5,2,16,1,50,3,10,7,1,7,11,6,3,1,8,10,1,22,121.4889315,25.0273535
114,01,02,17,44,08士林區,士林區基河路與承德路4段77巷口,0,0,2,1,C03,8,5,5,50,3,1,1,5,4,5,13,1,1,10,4,5,2,13,1,23,2,8,5,1,7,9,3,18,2,11,16,1,21,121.5242159,25.0820407
114,01,02,17,47,07信義區,信義區莊敬路與莊敬路341巷口,0,0,2,1,C03,7,5,5,30,3,1,1,5,4,5,13,4,4,9,4,4,2,15,1,56,2,9,5,4,7,15,1,10,2,14,72,1,21,121.5642663,25.0278832
114,01,02,17,49,09北投區,北投區崇仁路1段與中央南路1段225巷口,0,0,2,1,C03,8,5,5,30,4,2,1,5,4,5,13,4,4,5,4,5,2,3,2,48,2,9,5,1,7,9,1,10,2,11,108,1,21,121.5013081,25.12780392
114,01,02,17,50,06松山區,松山區延壽街330巷與延壽街330巷7弄口,0,0,1,1,B03,8,5,5,30,4,1,1,5,4,5,13,4,4,9,4,5,2,15,1,48,3,10,7,1,7,9,1,8,1,1,72,1,21,121.5603807,25.0552943
114,01,02,18,03,12內湖區,內湖區民權東路6段34號,0,0,1,1,B01,7,5,5,50,14,9,1,4,4,5,13,4,4,9,4,5,2,13,1,56,3,10,7,1,7,9,1,8,2,1,108,1,21,121.5801015,25.0671839
114,01,02,18,10,02萬華區,萬華區華江橋機車道往新北市,0,0,2,1,C03,7,5,7,40,8,11,1,5,4,5,13,4,4,2,4,3,2,13,2,41,2,9,5,1,7,9,1,10,1,11,16,1,22,121.4880093,25.0357282
114,01,02,18,30,10文山區,文山區新光路2段30號對面,0,0,1,1,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,20,2,55,2,9,5,1,7,9,1,10,1,11,108,1,21,121.5824678,25.0002862
114,01,02,18,50,03中山區,中山區龍江路與遼寧街116巷口,0,0,1,1,B03,7,5,5,50,4,1,1,5,4,5,13,4,4,5,4,5,2,16,2,42,3,10,3,4,7,6,1,8,1,2,9,1,21,121.5405193,25.0527949
114,01,02,19,13,04大安區,大安區復興南路2段12巷,0,0,1,1,B01,7,5,5,30,14,9,1,5,4,5,13,4,4,5,4,5,1,9,1,24,3,10,7,1,7,9,1,4,1,1,108,1,21,121.5432709,25.0327764
114,01,02,19,20,08士林區,士林區仰德大道1段6巷與仰德大道1段10巷口,0,0,1,1,B03,7,5,5,30,5,1,1,5,4,5,13,2,1,10,5,5,2,15,1,64,3,10,7,1,7,9,1,8,1,5,108,1,21,121.5377027,25.1008359
114,01,02,19,34,06松山區,松山區八德路3段與北寧路口,0,0,2,1,C03,7,5,5,50,3,2,1,5,4,5,13,2,1,6,3,5,2,17,2,34,2,9,6,1,7,6,1,10,1,12,9,1,21,121.5526117,25.0482629
114,01,02,19,53,12內湖區,內湖區內湖路2段355巷與內湖路3段口,0,0,1,1,C03,7,5,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,62,2,9,5,1,7,10,1,10,1,13,72,1,21,121.5927432,25.0847054
114,01,02,19,55,08士林區,士林區福華路與德行西路口,0,0,1,1,B03,7,5,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,3,1,66,3,10,7,1,7,5,6,8,1,8,70,1,21,121.5223008,25.1048819
114,01,02,20,06,01大同區,大同區鄭州路與西寧北路口,0,0,1,1,C03,7,5,5,40,4,1,1,5,4,5,13,2,1,1,4,5,2,17,1,31,2,7,6,4,7,5,1,10,1,14,8,1,22,121.5080447,25.050568
114,01,02,20,14,02萬華區,萬華區萬大路329巷與萬大路329巷3弄口,0,0,2,1,C03,7,5,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,62,2,8,5,1,7,9,1,10,2,11,72,1,22,121.5006392,25.0239373
114,01,02,21,14,08士林區,士林區故宮路與故宮路47巷口,0,0,1,1,B03,7,5,5,50,5,1,1,5,4,5,13,2,1,1,4,5,2,16,1,39,3,10,7,1,7,6,1,8,1,5,9,1,21,121.5475186,25.0963563
