發生年度,發生月,發生日,發生時-Hours,發生分,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序號,車種,天候,光線,道路類別,速限-速度限制,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,肇因碼-個別,個人肇逃否,職業,座標-X,座標-Y
114,03,11,16,20,08士林區,士林區百齡橋東向西,0,0,1,1,C03,8,6,5,50,14,11,1,5,4,5,13,4,4,1,4,5,2,12,1,30,4,11,3,4,7,7,1,10,11,15,100,2,22,121.5139949,25.0895871
114,03,11,16,22,01大同區,大同區錦西街90號,0,0,1,1,C03,8,6,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,12,1,37,2,9,6,4,7,7,1,10,2,14,44,1,21,121.5185277,25.0602387
114,03,11,16,42,02萬華區,萬華區東園街120號,0,0,1,1,B01,7,7,5,40,14,9,1,5,4,5,13,4,4,9,5,5,2,17,1,45,3,10,7,1,7,11,1,4,1,7,10,1,21,121.4977035,25.023339
114,03,11,16,46,08士林區,士林區中正路與重慶北路4段口,,,2,1,C03,7,,,50,,,,,,,,,,,,,,,2,71,,,,,,,,,1,,,,,121.5097472,25.086686
114,03,11,16,46,08士林區,士林區中正路與重慶北路4段口,0,0,2,1,C03,8,5,5,50,4,1,1,5,4,5,13,4,4,1,5,5,1,17,2,71,2,9,5,1,7,15,1,10,1,12,72,1,21,121.5097629,25.0866932
114,03,11,16,51,01大同區,大同區寧夏路與涼州街口,0,0,1,1,B12,8,5,5,50,4,1,1,5,4,5,13,2,1,5,5,5,2,16,1,49,3,10,7,1,7,5,1,8,2,8,74,1,21,121.5151802,25.0609201
114,03,11,16,51,02萬華區,萬華區西藏路125巷31號,0,0,2,1,C03,8,7,5,30,14,9,1,5,4,5,13,4,4,10,5,5,2,12,1,76,2,9,5,4,7,9,1,10,1,12,108,1,22,121.5028781,25.0274644
114,03,11,17,00,09北投區,北投區明德路與明德路215巷口,0,0,1,1,C03,7,5,5,50,3,2,1,4,4,5,13,4,4,10,5,5,2,17,1,57,2,9,3,4,7,9,1,10,1,14,16,1,21,121.5216513,25.1122741
114,03,11,17,05,12內湖區,內湖區內湖路2段103巷126號對面,0,0,1,1,C03,7,5,5,30,14,9,1,5,4,5,13,1,1,9,5,5,2,12,2,65,2,9,6,1,7,12,1,10,1,11,108,1,21,121.5809463,25.0843227
114,03,11,17,06,04大安區,大安區忠孝東路3段251巷與忠孝東路3段251巷1弄口,0,0,1,1,C03,8,6,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,23,2,8,6,1,7,9,1,10,1,11,72,1,21,121.5416454,25.0420425
114,03,11,17,15,08士林區,士林區仰德大道1段與復興橋口,0,0,1,1,C03,7,6,5,50,5,2,1,5,4,5,13,1,1,5,2,5,2,17,2,19,2,9,6,1,7,9,1,10,9,14,16,1,22,121.5377224,25.1008533
114,03,11,17,18,02萬華區,萬華區和平西路3段與環河南路2段口,0,0,2,1,C03,8,5,8,50,22,22,1,5,4,5,13,4,4,10,5,5,2,17,2,74,2,9,3,4,7,11,3,18,1,14,103,1,21,121.4950276,25.035474
114,03,11,17,25,10文山區,文山區萬利街2巷與萬樂街口口,0,0,1,1,B03,8,6,5,30,3,1,1,5,4,5,13,4,4,10,5,5,2,16,1,69,3,10,7,1,7,5,1,8,2,1,72,1,21,121.5683225,24.9994794
114,03,11,17,33,04大安區,大安區建國南路1段275號,0,0,1,1,B03,8,6,5,50,14,9,1,5,4,5,13,2,1,9,4,5,1,12,1,35,3,10,3,4,7,8,1,8,1,2,100,1,21,121.5382345,25.0368021
114,03,11,17,50,10文山區,文山區木柵路5段0706950燈桿,0,0,1,1,B12,8,5,5,50,14,9,1,5,4,5,13,4,4,5,4,5,2,17,1,64,3,10,7,1,7,11,1,7,2,8,44,1,21,121.5898812,25.0004777
114,03,11,18,26,04大安區,大安區忠孝東路3段與建國南路1段口,0,0,1,1,C03,8,5,5,40,14,9,1,5,4,5,13,2,1,10,5,5,2,17,2,31,2,7,6,1,7,12,1,10,1,13,44,1,21,121.5367411,25.042074
114,03,11,18,37,01大同區,大同區昌吉街97號,0,0,1,1,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,5,5,5,2,17,2,30,3,10,6,1,7,11,1,10,1,13,10,1,21,121.5124179,25.0659482
114,03,11,18,53,07信義區,信義區忠孝東路5段63號,0,0,1,1,B01,8,5,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,16,1,60,3,10,3,4,7,8,1,8,2,6,100,1,21,121.5666325,25.0411999
114,03,11,18,58,06松山區,松山區南京東路4段與敦化北路口,0,0,1,1,C03,8,5,5,50,4,1,1,5,4,5,13,1,1,1,4,5,2,13,1,73,2,7,5,1,7,9,1,10,1,14,16,1,21,121.5492837,25.0518131
114,03,11,20,50,03中山區,中山區民權東路3段75巷與復興北路430巷口,0,0,1,1,F03,7,5,5,30,4,1,1,5,4,5,13,3,1,9,5,5,2,16,1,25,3,10,5,4,7,9,8,20,2,17,72,1,22,121.5436866,25.063355
114,03,11,20,58,03中山區,中山區中原街與新生北路2段133巷口,0,0,1,1,B03,8,5,5,30,4,1,1,5,4,5,13,4,4,9,4,5,2,16,1,20,3,10,3,4,7,5,1,8,9,5,72,1,21,121.5289483,25.0608149
114,03,11,21,25,12內湖區,內湖區新明路355號,0,0,1,1,B03,8,5,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,16,1,45,3,10,7,1,7,1,1,8,2,5,19,1,21,121.5825463,25.0559995
114,03,11,21,58,03中山區,中山區長春路176號對面,0,0,1,1,B03,8,5,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,12,1,29,3,10,3,4,7,8,1,8,1,1,100,1,22,121.5341064,25.05489524
114,03,11,22,20,05中正區,中正區中華路1段與漢口街1段口,0,0,1,1,C03,8,5,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,16,2,28,2,9,5,1,7,9,1,10,2,11,81,1,22,121.5093277,25.04520581
114,03,11,22,45,05中正區,中正區衡陽路與桃源街口,0,0,2,1,C03,8,5,5,50,4,2,1,5,4,5,13,4,4,10,4,5,2,16,2,19,2,9,5,1,7,5,1,10,2,12,72,1,21,121.5099474,25.0422036
114,03,11,22,50,01大同區,大同區大稻埕堤外便道腳踏車道,0,0,2,1,H01,7,5,7,0,14,23,1,5,4,5,13,4,4,5,2,5,2,9,1,22,2,9,4,5,8,18,8,20,1,16,123,1,21,121.5051609,25.050159
114,03,11,22,59,09北投區,北投區吉利街與吉利街127巷口,0,0,2,1,C03,8,5,5,30,3,1,1,5,4,5,13,4,4,9,5,5,2,3,2,51,2,9,6,1,7,9,1,10,1,11,108,1,22,121.5070928,25.1185692
114,03,11,23,05,04大安區,大安區敦化南路1段187巷與忠孝東路4段205巷口,0,0,2,1,B02,8,5,5,30,4,2,1,5,4,5,13,4,4,10,5,5,1,15,2,28,3,10,7,1,7,9,1,8,1,5,75,1,26,121.5519271,25.042565
114,03,12,00,03,11南港區,南港區舊莊街1段與舊莊街1段91巷口口,0,0,1,1,B03,7,5,5,50,3,1,1,5,4,5,13,3,1,5,5,5,1,13,1,35,3,10,3,4,7,9,1,4,1,1,16,1,22,121.6190857,25.040763
114,03,12,00,53,02萬華區,萬華區萬大路277巷與萬大路277巷14弄口,0,0,2,1,C03,8,5,5,30,5,1,1,5,4,5,13,4,4,10,5,5,2,17,2,33,2,9,3,4,7,9,1,10,1,14,72,1,21,121.5010717,25.025407
114,03,12,02,12,04大安區,大安區敦化南路1段190巷與忠孝東路4段101巷口,0,0,1,1,B03,8,5,5,30,4,2,1,5,4,5,13,4,4,10,3,5,1,15,1,28,3,10,7,1,7,9,1,8,1,2,108,1,21,121.5480895,25.0425981
114,03,12,05,55,06松山區,松山區光復南路與光復南路33巷口,1,0,0,1,H01,8,5,5,50,4,1,1,5,4,5,13,2,1,1,4,4,2,3,1,89,1,3,4,5,8,16,8,20,10,16,122,1,21,121.5578207,25.0467583
114,03,12,07,04,09北投區,北投區明德路50號,0,0,1,1,B03,7,7,5,50,14,9,1,4,4,5,13,4,4,7,5,5,2,17,1,40,3,10,7,1,7,1,1,8,9,17,19,2,21,121.5184238,25.10799338
114,03,12,07,05,09北投區,北投區文林北路北往南,0,0,1,1,C03,8,6,5,50,14,8,1,5,4,5,13,4,4,1,4,1,2,12,1,26,2,8,6,1,7,9,1,10,1,11,108,1,21,121.5126688,25.1092592
114,03,12,07,22,04大安區,大安區羅斯福路2段與和平東路1段口,0,0,1,1,C03,8,6,5,50,4,1,1,5,4,5,13,2,1,9,4,5,1,12,1,55,3,10,5,1,7,9,1,10,1,12,44,2,21,121.5226139,25.0270138
114,03,12,07,40,02萬華區,萬華區環河南路2段175巷與環河南路2段口,0,0,1,1,B03,8,7,5,50,4,1,1,5,4,5,13,1,1,1,3,5,2,11,2,49,3,10,7,1,7,5,1,8,1,1,74,1,22,121.4921675,25.0328963
114,03,12,07,55,03中山區,中山區吉林路166號前,0,0,3,1,F01,8,7,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,17,2,86,2,9,3,4,7,11,8,20,1,13,4,1,21,121.5301504,25.0567408
114,03,12,08,02,12內湖區,內湖區民權東路6段19巷內（VOLVO出口前）,0,0,1,1,B03,7,5,5,50,14,9,1,5,4,5,13,4,4,9,5,5,2,16,2,27,3,10,7,1,7,1,1,8,2,1,19,1,21,121.5809677,25.0682678
114,03,12,08,05,09北投區,北投區裕民六路114巷與裕民六路114巷17弄口,0,0,1,1,B02,8,6,5,30,4,1,1,5,4,5,13,4,4,9,4,5,2,15,1,65,3,10,7,1,7,9,1,8,1,2,72,1,21,121.5178043,25.1143924
114,03,12,08,06,07信義區,信義區松仁路與忠孝東路5段236巷2弄口口,0,0,1,1,B03,8,6,5,50,14,9,1,5,4,5,13,4,4,5,4,5,2,17,1,27,3,10,7,1,7,6,1,8,1,2,9,1,21,121.5685778,25.0404981
114,03,12,08,20,02萬華區,萬華區堤外便道往南接近中興橋,0,0,2,1,C03,8,7,5,40,14,11,1,5,4,5,13,4,4,4,5,5,2,13,1,21,2,9,5,1,7,9,1,10,1,14,118,1,22,121.4881965,25.030935
114,03,12,08,44,02萬華區,萬華區堤外便道機車專用道南往北近忠孝橋,0,0,1,1,C03,7,6,7,40,14,11,1,5,4,5,13,4,4,10,5,5,2,13,1,41,3,10,6,1,7,12,1,10,1,11,16,1,21,121.4954474,25.0368651
114,03,12,08,45,06松山區,松山區民權東路5段與三民路口,0,0,2,1,C03,8,6,5,50,14,9,1,5,4,5,13,2,1,9,4,5,2,13,1,39,2,1,6,1,7,4,1,10,2,11,16,1,22,121.5632379,25.062929
114,03,12,08,50,03中山區,中山區松江路69巷與松江路口側附近口,0,0,1,1,B03,8,7,5,30,3,2,1,5,4,5,13,4,4,1,4,5,2,17,2,55,3,10,3,4,7,6,1,8,1,4,72,2,21,121.533057,25.0490004
114,03,12,08,55,01大同區,大同區南京西路62號,0,0,1,1,C03,8,5,5,40,14,9,1,5,4,5,13,4,4,9,4,5,1,13,2,34,2,9,3,4,7,9,1,10,1,11,42,1,22,121.5182328,25.0530972
114,03,12,09,17,07信義區,信義區松山路與松山路149巷口,0,0,1,1,B03,8,6,5,50,5,2,1,5,4,5,13,1,1,1,3,5,2,16,1,64,3,10,3,4,7,9,1,8,1,1,81,1,21,121.5777359,25.0465914
114,03,12,09,32,07信義區,信義區松山路540巷3弄與松山路540巷口,0,0,1,1,B03,7,7,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,17,2,57,3,10,7,1,7,9,1,8,1,8,72,1,21,121.5776356,25.0376257
114,03,12,10,08,04大安區,大安區新生南路1段與新生南路1段119巷口,0,0,1,1,B02,8,6,5,50,3,1,1,5,4,5,13,4,4,9,4,5,1,16,1,38,3,10,3,4,7,6,1,8,1,2,9,1,21,121.5329501,25.0392412
114,03,12,10,16,08士林區,士林區延平北路5段與延平北路5段136巷口,0,0,1,1,B02,8,6,5,50,3,2,1,5,4,5,13,1,1,10,4,5,1,17,1,52,3,10,7,1,7,11,1,4,1,4,10,1,21,121.5103432,25.0821217
114,03,12,10,18,07信義區,信義區信義路5段55號,0,0,1,1,B03,8,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,12,2,41,3,10,3,4,7,8,1,8,1,2,100,2,22,121.5695196,25.0329137
114,03,12,10,20,08士林區,士林區中山北路5段與雙溪街口,0,0,1,1,B03,8,5,5,30,3,1,1,5,4,5,13,3,1,1,5,5,2,17,2,49,4,11,3,4,7,5,7,19,11,17,74,2,22,121.5264848,25.10098642
114,03,12,10,21,07信義區,信義區大道路116號,0,0,1,1,B12,8,6,5,30,14,9,1,5,4,5,13,4,4,10,5,5,2,17,1,39,3,10,7,1,7,1,1,7,1,4,19,1,21,121.5828439,25.0391699
114,03,12,10,50,08士林區,士林區延平北路5段與延平北路5段136巷口,0,0,1,1,C03,8,6,5,50,3,2,1,5,4,5,13,1,1,10,4,5,1,17,2,23,2,9,6,1,7,9,1,10,1,11,108,1,21,121.5103131,25.08206525
114,03,12,11,03,12內湖區,內湖區東湖路與康寧路3段口,0,0,1,1,C03,8,6,5,50,3,2,1,5,4,5,13,2,1,5,4,5,2,17,2,39,2,9,6,1,7,5,1,10,2,15,42,1,21,121.6122161,25.06908972
114,03,12,11,08,03中山區,中山區民族東路154號,0,0,1,1,C03,8,6,5,50,14,9,1,5,4,5,13,4,4,3,4,5,2,13,1,23,2,9,5,1,7,8,1,10,9,11,100,1,21,121.5298644,25.06822817
114,03,12,11,55,07信義區,信義區光復南路82號對面,0,0,2,1,C03,8,5,5,50,14,9,1,5,4,5,13,2,1,1,4,1,2,13,1,26,3,10,6,4,7,8,1,10,1,11,108,1,22,121.55788,25.0448652
114,03,12,12,13,01大同區,大同區塔城街與鄭州路口,0,0,1,1,B01,8,6,5,40,14,9,1,5,4,5,13,2,1,9,5,5,2,17,1,66,3,10,7,4,7,6,1,4,1,6,9,1,21,121.5103225,25.0500691
114,03,12,12,15,02萬華區,萬華區艋舺大道與西藏路口,0,0,1,1,B03,8,6,5,50,4,1,1,5,4,5,13,2,1,1,4,4,2,16,1,56,3,10,3,4,7,5,1,8,1,6,71,1,22,121.4917874,25.0288787
114,03,12,12,42,04大安區,大安區杭州南路2段與金華街口,0,0,2,1,C03,8,6,5,50,4,1,1,5,4,5,13,1,1,10,5,5,2,16,1,27,2,9,5,1,7,5,1,10,1,14,8,1,21,121.5222699,25.0308741
114,03,12,13,21,01大同區,大同區重慶北路3段152巷40號,0,0,1,1,B11,8,6,5,30,14,9,1,5,4,3,10,4,4,9,5,5,2,17,1,41,3,10,3,4,7,13,1,8,1,3,34,1,21,121.5123645,25.0681
114,03,12,13,24,09北投區,北投區大業路與大同街口,0,0,1,1,B01,8,6,5,50,4,1,1,5,4,5,13,2,1,1,2,5,2,16,1,46,3,10,7,1,7,9,1,4,2,5,99,1,21,121.4991028,25.1369847
114,03,12,13,30,08士林區,士林區美崙街(天文科學教育館停車場）,0,0,1,1,B03,8,5,5,50,14,9,1,5,4,5,13,4,4,5,5,5,2,17,1,31,3,10,3,4,7,5,1,8,1,4,44,1,22,121.5192343,25.0958687
114,03,12,13,50,06松山區,松山區松河街與中坡北路口口,0,0,1,1,B03,8,7,5,40,3,1,1,5,4,5,13,2,1,5,5,5,2,16,1,31,3,10,7,1,7,6,1,8,1,2,9,1,21,121.5798054,25.0520786
114,03,12,14,00,10文山區,文山區木柵路3段與木柵路3段102巷口口,0,0,1,1,A04,8,7,6,50,3,1,1,5,4,5,13,2,1,5,5,5,1,13,1,60,3,10,7,1,7,9,1,2,1,1,118,1,21,121.5672993,24.9886693
114,03,12,14,20,12內湖區,內湖區新明路208號,0,0,2,1,C03,8,6,5,50,14,7,1,5,4,5,13,1,1,5,5,4,2,17,2,61,2,9,6,1,7,7,1,10,2,13,100,1,21,121.5851494,25.056987
114,03,12,14,57,04大安區,大安區市民大道4段228號,0,0,1,1,C03,8,6,5,40,14,9,1,5,4,5,13,2,1,1,4,5,2,12,2,26,2,9,6,4,7,9,1,10,1,11,16,1,21,121.55637,25.0446814
114,03,12,15,10,07信義區,信義區松德路118巷與虎林街164巷口,0,0,1,1,B12,7,7,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,52,3,10,7,1,7,9,6,18,2,1,14,1,21,121.574461,25.0378357
114,03,12,15,23,04大安區,大安區羅斯福路2段79號,0,0,1,1,C03,8,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,1,21,3,10,6,1,7,9,1,10,1,11,16,1,21,121.5231071,25.0263271
114,03,12,15,48,10文山區,(指南路1段55號前),0,0,1,1,B01,8,6,5,50,14,9,1,5,4,5,13,1,1,5,5,5,2,17,1,68,3,10,7,1,7,5,1,8,1,1,16,1,21,121.5706418,24.9876444
114,03,12,15,55,05中正區,中正區中正橋往新北市上橋處,0,0,1,1,C03,7,6,5,50,14,9,1,5,4,5,13,4,4,1,4,3,2,13,1,63,3,10,5,1,7,8,1,10,1,13,100,1,21,121.5167633,25.02305498
114,03,12,16,15,03中山區,中山區松江路與南京東路2段口,0,0,1,1,B03,8,7,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,12,1,63,3,10,3,4,7,9,1,8,2,2,17,1,21,121.5331195,25.05185451
114,03,12,16,21,04大安區,大安區仁愛路4段300巷與仁愛路4段300巷9弄口,0,0,2,1,C03,8,6,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,2,31,2,9,6,4,7,9,1,10,11,11,72,1,22,121.5544568,25.0370302
114,03,12,16,25,01大同區,大同區民權西路與延平北路3段口,0,0,1,1,B01,7,7,5,50,4,2,1,5,4,5,13,1,1,1,4,5,2,12,1,46,3,10,7,4,7,9,1,4,11,2,44,1,21,121.5109997,25.063076
114,03,12,17,08,06松山區,松山區民權東路4段0203175號燈桿,0,0,1,1,C03,8,5,5,40,14,8,1,5,4,5,13,4,4,1,3,4,2,13,1,32,2,8,5,4,7,9,1,10,1,11,108,1,22,121.5580412,25.0622819
114,03,12,17,11,01大同區,大同區民族西路與重慶北路3段口,0,0,1,1,B12,8,6,5,50,5,2,1,5,4,5,13,4,4,5,5,5,2,12,1,57,3,10,3,4,7,13,1,8,9,17,38,1,21,121.5133099,25.0685625
114,03,12,17,16,10文山區,文山區興隆路3段261號,0,0,2,1,B12,8,6,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,20,3,10,7,1,7,14,1,8,2,4,40,1,21,121.5587611,24.992429
114,03,12,17,48,12內湖區,內湖區內湖路1段與內湖路1段518巷口口,0,0,1,1,B03,7,5,5,40,3,1,1,5,4,5,13,4,4,1,4,4,2,16,2,57,3,10,7,1,7,6,1,8,1,5,9,1,21,121.5742003,25.0803207
114,03,12,17,54,09北投區,北投區石牌路2段與石牌路2段130巷口,0,0,1,1,B03,8,6,5,50,4,1,1,5,4,5,13,2,1,5,4,5,2,16,2,47,3,10,7,1,7,6,1,15,2,2,9,1,21,121.5175494,25.118152
114,03,12,17,55,03中山區,中山區八德路2段174巷與八德路2段174巷11弄口,0,0,1,1,B02,8,6,5,30,4,1,1,5,4,5,13,4,4,10,5,5,2,15,1,34,3,10,3,4,7,9,1,4,1,2,72,1,22,121.5382802,25.0454015
114,03,12,18,16,12內湖區,內湖區成功路2段426巷與成功路2段口,0,0,1,1,B02,7,5,5,50,4,1,1,5,4,5,13,2,1,1,4,5,2,13,1,47,3,10,3,4,7,9,1,8,1,8,16,1,22,121.5898408,25.0714108
114,03,12,18,48,03中山區,中山區錦州街與中原街口錦州橋下橋處,0,0,1,1,C03,8,5,5,50,4,1,1,5,4,5,13,2,1,4,5,5,2,12,2,18,2,9,6,4,7,4,1,10,1,17,44,1,21,121.5288217,25.0603246
114,03,12,18,50,05中正區,中正區基隆路4段上福和橋,0,0,1,1,C03,7,5,5,50,14,9,1,5,4,5,13,4,4,10,4,5,2,12,2,38,2,9,5,1,7,7,1,10,1,14,100,1,21,121.5358044,25.0109345
114,03,12,19,05,09北投區,北投區軟橋街與士科路口,0,0,2,1,F01,8,5,5,50,3,1,1,5,4,5,13,4,4,5,5,5,2,15,2,39,2,9,4,1,7,1,8,20,2,14,19,1,28,121.5148628,25.0997101
114,03,12,19,22,09北投區,北投區中央南路1段9號,0,0,2,1,B01,7,5,5,50,14,9,1,5,4,5,13,4,4,9,5,5,2,13,1,66,3,10,7,1,7,9,1,4,1,1,16,1,21,121.5016387,25.13343659
114,03,12,19,26,10文山區,文山區木新路2段43巷與木新路2段69巷11弄口,0,0,1,1,C03,7,5,5,30,3,1,1,5,4,5,13,4,4,10,5,5,2,17,1,31,2,9,3,4,7,6,1,10,1,11,14,1,22,121.5713626,24.9858942
114,03,12,19,55,08士林區,士林區天母東路68號與無名巷口,0,0,1,1,B03,8,5,5,30,14,9,1,5,4,5,13,4,4,10,5,5,1,6,1,26,3,10,7,1,7,9,1,8,2,5,44,1,21,121.5336226,25.11777027
114,03,12,20,11,01大同區,大同區重慶北路3段與民族西路口口,0,0,1,1,B03,8,5,5,50,4,1,1,5,4,5,13,2,1,1,2,5,2,16,1,45,3,10,3,4,7,6,7,19,9,15,9,2,22,121.5135256,25.0686876
114,03,12,20,50,05中正區,中正區市民大道1段（捷運台北車站M2出入口）,0,0,1,1,B01,7,5,5,40,14,9,1,5,4,5,13,4,4,1,4,5,2,12,1,61,3,10,2,1,7,9,1,4,2,2,108,1,22,121.5192282,25.0482198
114,03,12,21,02,03中山區,中山區中山北路1段與長安西路口,0,0,3,1,C03,8,5,5,50,4,1,1,5,4,5,13,2,1,8,3,5,2,12,2,32,2,9,6,4,7,8,1,10,1,12,100,1,21,121.5215154,25.0499406
114,03,12,21,10,04大安區,大安區基隆路2段172-1號,0,0,1,1,C03,8,5,5,50,14,9,1,5,4,5,13,4,4,1,4,5,2,13,1,58,2,9,6,1,7,9,1,10,1,11,16,1,21,121.5544844,25.0262063
114,03,12,23,19,01大同區,大同區鄭州路與延平北路1段口23號,0,0,1,1,C03,7,5,5,40,14,9,1,5,4,5,13,4,4,1,4,5,2,17,1,24,3,10,3,4,7,9,1,10,1,11,42,1,21,121.5122439,25.0499033
114,03,12,23,20,05中正區,中正區中山南路與常德街口,0,0,1,1,B03,8,5,5,50,3,1,1,4,4,5,13,1,1,4,4,1,1,17,1,26,3,10,7,1,7,6,1,8,1,2,9,1,21,121.5180173,25.0407634
114,03,13,02,38,09北投區,北投區東華街1段28號,0,0,1,1,C03,7,5,5,50,14,9,1,5,4,5,13,1,1,10,4,5,2,13,1,24,3,10,6,1,7,9,1,10,1,11,118,1,21,121.5203921,25.107899
114,03,13,06,56,02萬華區,萬華區忠孝橋往台北市方向機車道,0,0,2,1,C03,8,6,5,50,14,11,1,5,4,5,13,2,1,2,4,5,2,17,2,21,2,9,6,1,7,9,1,10,9,11,16,1,21,121.5072924,25.0485877
114,03,13,07,00,12內湖區,內湖區大湖街131巷與大湖街131巷18弄口,0,0,1,1,F01,7,5,5,30,4,2,1,5,4,5,13,4,4,10,5,5,1,16,1,17,2,9,2,1,7,5,8,20,1,11,72,1,16,121.5994234,25.0862445
114,03,13,07,05,09北投區,北投區士科路與承信路口,0,0,1,1,A11,7,7,5,50,3,1,1,4,4,5,13,4,4,5,4,5,2,15,1,61,3,10,3,4,7,1,1,3,2,1,19,1,26,121.5125597,25.1073302
114,03,13,07,10,07信義區,信義區和平東路3段313號,0,0,1,1,C03,7,7,5,50,14,9,1,5,4,5,13,1,1,9,4,5,2,13,2,46,2,9,5,1,7,9,1,10,1,11,16,1,21,121.5557692,25.0213782
114,03,13,07,45,08士林區,士林區重陽橋西往東,0,0,6,1,C03,8,5,5,50,14,11,1,5,4,5,13,4,4,1,4,5,2,13,1,56,2,8,3,4,7,9,1,10,1,11,16,1,22,121.5082774,25.08632304
114,03,13,07,53,02萬華區,萬華區康定路82號對面,0,0,1,1,C03,7,7,5,50,14,9,1,5,4,5,13,4,4,9,4,5,2,17,1,34,2,9,3,4,7,8,1,10,1,11,116,1,22,121.5024074,25.042062
114,03,13,08,20,01大同區,大同區環河堤外便道,0,0,2,1,F01,7,7,5,40,14,23,1,5,4,5,13,4,4,9,5,5,2,10,1,67,2,9,5,1,7,4,8,20,1,11,4,1,21,121.508775,25.0739805
114,03,13,08,30,03中山區,中山區明水路與北安路458巷口,0,0,2,1,C03,7,6,5,50,3,1,1,5,4,5,13,1,1,5,4,5,2,17,1,26,3,10,5,1,7,9,1,10,1,11,81,1,21,121.5447974,25.07746263
114,03,13,08,48,07信義區,信義區基隆路1段與基隆路1段102巷口,0,0,1,1,B03,7,6,5,50,3,2,1,5,4,5,13,4,4,8,3,5,2,16,2,50,3,10,3,4,7,6,1,8,1,2,9,1,21,121.56681,25.045368
114,03,13,08,50,07信義區,信義區松仁路與松廉路口,0,0,1,1,B03,7,6,5,50,3,2,1,5,4,5,13,4,4,9,4,5,2,15,1,38,3,10,7,1,7,1,1,8,1,4,72,1,21,121.5682509,25.0338994
114,03,13,09,03,09北投區,北投區中和街314號,0,0,1,1,C03,6,7,5,50,14,9,1,4,4,5,13,4,4,7,5,5,2,17,2,62,2,9,5,1,7,9,1,10,1,12,118,1,21,121.4997427,25.14097089
114,03,13,09,13,08士林區,士林區士林橋7010085燈桿,0,0,1,1,C03,6,6,5,40,8,8,1,4,4,5,13,4,4,5,4,4,1,17,2,50,3,10,6,1,7,1,1,10,1,14,19,1,21,121.5194239,25.09617066
114,03,13,09,24,03中山區,中山區中山北路2段與民生西路口,0,0,1,1,C03,6,7,5,50,4,2,1,4,4,5,13,1,1,5,4,5,2,6,1,51,2,9,5,1,7,9,1,10,1,14,44,1,22,121.5226138,25.0578448
114,03,13,09,47,02萬華區,萬華區西園路2段與東園街口,0,0,1,1,B01,6,7,5,50,3,1,1,4,4,5,13,2,1,1,4,5,2,16,1,51,3,10,3,4,7,7,1,4,1,7,100,1,22,121.4951322,25.0280619
114,03,13,10,00,10文山區,文山區羅斯福路5段與汀州路4段口,0,0,1,1,C03,6,6,5,50,4,2,1,4,4,5,13,2,1,1,4,5,2,16,1,18,3,10,6,1,7,6,1,10,1,12,9,1,21,121.5380664,25.0080236
114,03,13,10,06,02萬華區,萬華區貴陽街2段與貴陽街2段164巷口,0,0,2,1,H01,6,6,5,30,3,1,4,4,4,5,13,4,4,10,5,5,2,3,2,77,2,9,4,5,8,16,8,20,10,16,53,1,21,121.5072558,25.03520682
114,03,13,10,29,04大安區,大安區羅斯福路5段與羅斯福路4段123巷口,0,0,1,1,B03,6,6,5,50,14,9,1,4,4,5,13,4,4,1,4,5,2,17,1,43,3,10,7,1,7,8,1,8,1,17,100,1,21,121.5374447,25.0101708
114,03,13,10,45,11南港區,南港區富康街2號,0,0,1,1,B12,6,6,5,50,14,9,1,4,4,5,13,4,4,5,5,5,2,16,1,45,3,10,3,1,6,11,6,18,1,4,10,1,21,121.6169389,25.0543331
114,03,13,10,59,04大安區,大安區市民大道3段與建國南路1段口,0,0,1,1,C03,7,7,5,50,4,2,1,5,4,5,13,2,1,5,4,5,2,17,2,55,2,9,6,1,7,5,3,18,1,11,8,1,21,121.5368699,25.0447669
114,03,13,11,27,05中正區,中正區羅斯福路1段與林森南路口,0,0,1,1,B01,6,6,5,30,5,1,1,4,4,5,13,1,1,10,4,5,2,17,1,49,3,10,7,1,7,8,1,4,1,4,100,1,21,121.5179851,25.0328617
